,Unnamed: 0,compound,flashpoint,pure substance,smiles,source
28,28,Methyltrimethoxysilane,284.15,1,CO[Si](C)(OC)OC,didier12
29,29,Tetramethoxysilane,294.15,1,CO[Si](OC)(OC)OC,didier12
30,30,Tetramethylsilane,245.15,1,C[Si](C)(C)C,didier12
31,31,Diethylsilane,253.15,1,CC[SiH2]CC,didier12
32,32,"(N,N-Dimethylamino)dimethylsilane",260.15,1,CN(C)[SiH](C)C,didier12
33,33,Tetraisocyanatosilane,323.15,1,O=C=N[Si](N=C=O)(N=C=O)N=C=O,didier12
34,34,Cyclopentyltrichlorosilane,350.15,1,Cl[Si](Cl)(Cl)C1CCCC1,didier12
35,35,Trimethylsilyltrifluoroacetate,273.15,1,C[Si](C)(C)OC(=O)C(F)(F)F,didier12
36,36,Cyclopentyldichlorosilane,316.15,1,Cl[SiH](Cl)C1CCCC1,didier12
37,37,3-Chloro-2-methylpropylmethyldichlorosilane,363.15,1,CC(CCl)C[Si](C)(Cl)Cl,didier12
38,38,Methylvinyldimethoxysilane,277.15,1,CC=C[SiH](OC)OC,didier12
39,39,Vinyltrimethoxysilane,296.15,1,C=C[Si](OC)(OC)OC,didier12
40,40,Trimethylvinylsilane,239.15,1,CC(C)=C(C)[SiH3],didier12
41,41,Diethylmethylchlorosilane,288.15,1,CC[Si](C)(Cl)CC,didier12
42,42,Chloromethyldimethylethoxysilane,299.15,1,CCO[Si](C)(C)CCl,didier12
43,43,Ethoxytrimethylsilane,246.15,1,CCO[Si](C)(C)C,didier12
44,44,Ethyltrimethoxysilane,300.15,1,CC[Si](OC)(OC)OC,didier12
45,45,"(N,N-Dimethylamino)trimethylsilane",254.15,1,CN(C)[Si](C)(C)C,didier12
46,46,Pentamethyldisiloxane,254.15,1,C[SiH](C)O[Si](C)(C)C,didier12
47,47,Phenyldichlorosilane,333.15,1,Cl[SiH](Cl)c1ccccc1,didier12
48,48,Phenylsilane,281.15,1,[SiH3]c1ccccc1,didier12
49,49,1-Hexenyltrichlorosilane,333.15,1,CCCCC=C[Si](Cl)(Cl)Cl,didier12
50,50,Cyclohexyltrichlorosilane,358.15,1,Cl[Si](Cl)(Cl)C1CCCCC1,didier12
51,51,Bis(chloromethyl)tetramethyldisiloxane,346.15,1,C[Si](C)(C)O[Si](C)(CCl)CCl,didier12
52,52,Propargyloxytrimethylsilane,300.15,1,C#CCO[Si](C)(C)C,didier12
53,53,Divinyldimethylsilane,281.15,1,C=C[Si](C)(C)C=C,didier12
54,54,n-Hexyltrichlorosilane,358.15,1,CCCCCC[Si](Cl)(Cl)Cl,didier12
55,55,Hexyldichlorosilane,337.15,1,CCCCCC[SiH](Cl)Cl,didier12
56,56,"1,1-Dimethyl-1-sila-2-oxacyclohexane",287.15,1,C[Si]1(C)CCCCO1,didier12
57,57,Acetoxymethyltrimethylsilane,293.15,1,CC(=O)OC[Si](C)(C)C,didier12
58,58,Allyltrimethylsilane,280.15,1,C=CC[Si](C)(C)C,didier12
59,59,Triethylchlorosilane,303.15,1,CC[Si](Cl)(CC)CC,didier12
60,60,t-Butyldimethylchlorosilane,295.15,1,CC(C)(C)[Si](C)(C)Cl,didier12
61,61,3-Chloropropylmethyldimethoxysilane,318.15,1,CO[Si](C)(CCCCl)OC,didier12
62,62,Trimethyl-n-propoxysilane,283.15,1,CCCO[Si](C)(C)C,didier12
63,63,t-Butyldimethylsilanol,318.15,1,CC(C)(C)[Si](C)(C)O,didier12
64,64,Dimethyldiethoxysilane,284.15,1,CCO[Si](C)(C)OCC,didier12
65,65,Triethylsilane,270.15,1,CC[SiH](CC)CC,didier12
66,66,Hexylsilane,285.15,1,CCCCCC[SiH3],didier12
67,67,t-Butyldimethylsilane,251.15,1,C[SiH](C)C(C)(C)C,didier12
68,68,Bis(dimethylamino)dimethylsilane,266.15,1,CN(C)[Si](C)(C)N(C)C,didier12
69,69,Hexamethylcyclotrisiloxane,305.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,didier12
70,70,Hexamethyldisilthiane,299.15,1,C[Si](C)(C)S[Si](C)(C)C,didier12
71,71,Hexamethyldisilazane,281.15,1,C[Si](C)(C)N[Si](C)(C)C,didier12
72,72,Tris(dimethylamino)silane,298.15,1,CN(C)[SiH](N(C)C)N(C)C,didier12
73,73,Hexamethyltrisiloxane,293.15,1,C[Si](C)(C)O[SiH2]O[Si](C)(C)C,didier12
74,74,Phenylmethyldichlorosilane,340.15,1,Cl[SiH](Cl)Cc1ccccc1,didier12
75,75,Phenylmethylchlorosilane,355.15,1,Cl[SiH2]Cc1ccccc1,didier12
76,76,Methyltriacetoxysilane,358.15,1,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,didier12
77,77,Trivinylmethylsilane,288.15,1,C=CC([SiH3])(C=C)C=C,didier12
78,78,Cyclohexylmethyldichlorosilane,355.15,1,Cl[SiH](Cl)CC1CCCCC1,didier12
79,79,"1-(Trimethylsiloxy)-1,3-butadiene",298.15,1,C=CC=CO[Si](C)(C)C,didier12
80,80,2-Chloromethyl-3-trimethylsilyl-1-propene,316.15,1,C=C(CCl)C[Si](C)(C)C,didier12
81,81,n-Heptyltrichlorosilane,337.15,1,CCCCCCC[Si](Cl)(Cl)Cl,didier12
82,82,n-Hexylmethyldichlorosilane,358.15,1,CCCCCC[Si](C)(Cl)Cl,didier12
83,83,Vinylmethyldiethoxysilane,289.15,1,C=CC[SiH](OCC)OCC,didier12
84,84,N-(Trimethylsilyl)morpholine,300.15,1,C[Si](C)(C)N1CCOCC1,didier12
85,85,t-Butoxytrimethylsilane,287.15,1,CC(C)(C)O[Si](C)(C)C,didier12
86,86,Vinylpentamethyldisiloxane,285.15,1,C=C[Si](C)(C)O[Si](C)(C)C,didier12
87,87,(1-Methoxy-2-propoxy)trimethylsilane,293.15,1,COCC(C)O[Si](C)(C)C,didier12
88,88,Methyltriethoxysilane,297.15,1,CCO[Si](C)(OCC)OCC,didier12
89,89,(Diethylamino)trimethylsilane,283.15,1,CCN(CC)[Si](C)(C)C,didier12
90,90,Bis(trimethylsilyl)methane,285.15,1,C[Si](C)(C)C[Si](C)(C)C,didier12
91,91,Heptamethyldisilazane,300.15,1,CN([Si](C)(C)C)[Si](C)(C)C,didier12
92,92,Phenylethyldichlorosilane,365.15,1,Cl[SiH](Cl)CCc1ccccc1,didier12
93,93,Tetravinylsilane,291.15,1,C=C[Si](C=C)(C=C)C=C,didier12
94,94,Phenyldimethylsilane,311.15,1,C[SiH](C)c1ccccc1,didier12
95,95,Cyclopentadienyltrimethylsilane,302.15,1,C[Si](C)(C)C1C=CC=C1,didier12
96,96,(Cyclopentenyloxy)trimethylsilane,311.15,1,C[Si](C)(C)OC1=CCCC1,didier12
97,97,"(2,4-Pentadienyl)trimethylsilane",291.15,1,C=CC=CC[Si](C)(C)C,didier12
98,98,n-Octyltrichlorosilane,369.15,1,CCCCCCCC[Si](Cl)(Cl)Cl,didier12
99,99,n-Heptylmethyldichlorosilane,339.15,1,CCCCCCC[Si](C)(Cl)Cl,didier12
100,100,Tetramethyldivinyldisiloxane,292.15,1,C=C[Si](C)(C=C)O[Si](C)(C)C,didier12
101,101,Triethylacetoxysilane,314.15,1,CCC(CC)(CC)C(=O)O[SiH3],didier12
102,102,Vinyltriethoxysilane,307.15,1,C=C[Si](OCC)(OCC)OCC,didier12
103,103,"1,3-Divinyltetramethyldisilazane",307.15,1,C=C[Si](C)(C)N[Si](C)(C)C=C,didier12
104,104,Diethyldiethoxysilane,316.15,1,CCO[Si](CC)(CC)OCC,didier12
105,105,Tetraethoxysilane,323.15,1,CCO[Si](OCC)(OCC)OCC,didier12
106,106,Tetraethylsilane,305.15,1,CC[Si](CC)(CC)CC,didier12
107,107,Aminoethylaminopropyltrimethoxysilane,369.15,1,CO[Si](CCCNCCN)(OC)OC,didier12
108,108,Tetramethyldiethoxysiloxane,311.15,1,CCO[Si]([O])OC(C)(C)C(C)C,didier12
109,109,Octamethyltrisiloxane,303.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12
110,110,Octamethylcyclotetrasiloxane,330.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,didier12
111,111,Octamethylcyclotetrasilazane,339.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,didier12
112,112,Tetrakisdimethylsiloxysilane,340.15,1,C[SiH](C)O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,didier12
113,113,p-Chlorophenyltrimethylsilane,322.15,1,C[Si](C)(C)c1ccc(Cl)cc1,didier12
114,114,Phenyltrimethoxysilane,358.15,1,CO[Si](OC)(OC)c1ccccc1,didier12
115,115,Trimethylphenylsilane,313.15,1,C[Si](C)(C)c1ccccc1,didier12
116,116,Cyclohexylmethyldimethoxysilane,343.15,1,CO[SiH](CC1CCCCC1)OC,didier12
117,117,Hexyltrimethoxysilane,335.15,1,CCCCCC[Si](OC)(OC)OC,didier12
118,118,Triisopropylsilane,310.15,1,CC(C)[SiH](C(C)C)C(C)C,didier12
119,119,Tri-n-propylsilane,316.15,1,CCC[SiH](CCC)CCC,didier12
120,120,Propyltris(dimethylsiloxy)silane,323.15,1,CCC[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,didier12
121,121,Benzyltrimethylsilane,335.15,1,C[Si](C)(C)Cc1ccccc1,didier12
122,122,3-Methacryloxypropyltrimethoxysilane,365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,didier12
123,123,1-Heptynyltrimethylsilane,315.15,1,CCCCCC#C[Si](C)(C)C,didier12
124,124,n-Octyldimethylchlorosilane,370.15,1,CCCCCCCC[Si](C)(C)Cl,didier12
125,125,Bis(diethylamino)dimethylsilane,308.15,1,CCN(CC)[Si](C)(C)N(CC)CC,didier12
126,126,Decamethyltetrasiloxane,335.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12
127,127,Decamethylcyclopentasiloxane,350.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,didier12
128,128,"2-(3,4-epoxycyclohexyl)ethyltrimethoxysilane",419.15,1,CO[Si](CCC1CCC2OC2C1)(OC)OC,didier12
129,129,n-Decylmethyldichlorosilane,393.15,1,CCCCCCCCCC[Si](C)(Cl)Cl,didier12
130,130,Vinyltriethylsilane,318.15,1,C=C[Si](CC)(CC)CC,didier12
131,131,Diphenyldichlorosilane,415.15,1,Cl[Si](Cl)(c1ccccc1)c1ccccc1,didier12
132,132,Phenyltriethoxysilane,393.15,1,CCO[Si](OCC)(OCC)c1ccccc1,didier12
133,133,Diphenylsilane,371.15,1,c1ccc([SiH2]c2ccccc2)cc1,didier12
134,134,Tetramethyltetravinylcyclotetrasilane,385.15,1,C=C[Si]1(C)[Si](C)(C=C)[Si](C)(C=C)[Si]1(C)C=C,didier12
135,135,n-Dodecyltrichlorosilane,435.15,1,CCCCCCCCCCCC[Si](Cl)(Cl)Cl,didier12
136,136,Tetra-n-propoxysilane,368.15,1,CCCO[Si](OCCC)(OCCC)OCCC,didier12
137,137,Hexaethyldisiloxane,349.15,1,CC[Si](CC)(CC)O[Si](CC)(CC)CC,didier12
138,138,Dodecamethylpentasiloxane,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12
139,139,Dodecamethylcyclohexasiloxane,366.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,didier12
140,140,Methyldiphenylchlorosilane,411.15,1,C[Si](Cl)(c1ccccc1)c1ccccc1,didier12
141,141,n-Dodecylmethyldichlorosilane,416.15,1,CCCCCCCCCCCC[Si](C)(Cl)Cl,didier12
142,142,Diphenyldimethoxysilane,394.15,1,CO[Si](OC)(c1ccccc1)c1ccccc1,didier12
143,143,Octyltriethoxysilane,373.15,1,CCCCCCCC[Si](OCC)(OCC)OCC,didier12
144,144,Tetradecamethylhexasiloxane,375.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12
145,145,Hexadecamethylheptasiloxane,406.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12
146,146,Octadecamethyloctasiloxane,417.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12
147,147,Vinyltris(methoxyethoxy)silane,353.15,1,C=C[Si](OCCOC)(OCCOC)OCCOC,didier12
148,148,Trimethyl(vinyloxy)silane,263.15,1,C=CO[Si](C)(C)C,didier12
149,149,Trichloro(3-cyanopropyl) Silane,365.15,1,N#CCCC[Si](Cl)(Cl)Cl,didier12
150,150,Trichloro(2-phenylethyl)silane,364.15,1,Cl[Si](Cl)(Cl)CCc1ccccc1,didier12
151,151,"Chlorodimethyl(3,3,3-trifluoropropyl) silane",293.15,1,C[Si](C)(Cl)CCC(F)(F)F,didier12
152,152,Vinylmethylbis (trimethylsiloxy) silane,324.15,1,C=CC[SiH](O[Si](C)(C)C)O[Si](C)(C)C,didier12
153,153,Trichloro(Chloromethyl) silane,342.15,1,ClC[Si](Cl)(Cl)Cl,didier12
154,154,Dimethyl(pentafluorophenyl) silane,313.15,1,C[SiH](C)c1c(F)c(F)c(F)c(F)c1F,didier12
155,155,Trichloro(p-chlorophenyl)silane,397.05,1,Clc1ccc([Si](Cl)(Cl)Cl)cc1,didier12
156,156,Trisilane,273.15,1,[SiH3][SiH2][SiH3],didier12
157,157,Trichlorononylsilane,387.15,1,[SiH3]CCCCCCCCC(Cl)(Cl)Cl,didier12
158,158,Dichloroethylsilane,263.75,1,[SiH3]CC(Cl)Cl,didier12
159,159,Trichloro(dichlorophenyl)silane,419.15,1,Clc1cccc([Si](Cl)(Cl)Cl)c1Cl,didier12
160,160,Tris(trimethylsilyl)silane,328.15,1,C[Si](C)(C)[SiH]([Si](C)(C)C)[Si](C)(C)C,didier12
161,161,Tris(trimethylsiloxy)silane,323.15,1,C[Si](C)(C)O[SiH](O[Si](C)(C)C)O[Si](C)(C)C,didier12
162,162,Hexadecyltrichlorosilane,427.15,1,CCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl,didier12
163,163,Dichlorosilane,236.15,1,Cl[SiH2]Cl,didier12
164,164,Methyldichlorosilane,241.15,1,C[SiH](Cl)Cl,didier12
165,165,Iodotrimethylsilane,288.15,1,C[Si](C)(C)I,didier12
