,Unnamed: 0,compound,flashpoint,pure substance,smiles,source
430,430,2-ethylcyclohexanone,332.0,1,C(C)C1C(CCCC1)=O,carroll11
431,431,2-isopropylcyclohexanone,338.0,1,C(C)(C)C1C(CCCC1)=O,carroll11
432,432,2-methylcyclohexanone,319.0,1,CC1C(CCCC1)=O,carroll11
434,434,4-ethylcyclohexanone,336.0,1,C(C)C1CCC(CC1)=O,carroll11
436,436,4-isopropylcyclohexanone,338.0,1,C(C)(C)C1CCC(CC1)=O,carroll11
437,437,5-methyl-3-heptanone,316.0,1,CC(CC(CC)=O)CC,carroll11
438,438,cyclohexanecarboxaldehyde,314.0,1,C1(CCCCC1)C=O,carroll11
439,439,2-ethylhexanal,319.0,1,C(C)C(C=O)CCCC,carroll11
440,440,4-octanone,318.0,1,CCCC(CCCC)=O,carroll11
441,441,4-nonanone,335.0,1,CCCC(CCCCC)=O,carroll11
442,442,4-decanone,344.0,1,CCCC(CCCCCC)=O,carroll11
443,443,4-undecanone,365.0,1,CCCC(CCCCCCC)=O,carroll11
444,444,diisobutylketone,322.0,1,C(C(C)C)C(=O)CC(C)C,carroll11
446,446,2-ethylcycloheptanone,344.0,1,C(C)C1C(CCCCC1)=O,carroll11
448,448,2-methylcyclooctanone,344.0,1,CC1C(CCCCCC1)=O,carroll11
449,449,5-nonanone,333.0,1,CCCCC(CCCC)=O,carroll11
451,451,"3,3,5,5-tetramethylcyclohexanone",346.0,1,CC1(CC(CC(C1)(C)C)=O)C,carroll11
452,452,6-undecanone,361.0,1,CCCCCC(CCCCC)=O,carroll11
453,453,dimethylcarbonate,287.0,1,COC(OC)=O,carroll11
454,454,diethylcarbonate,306.0,1,C(C)OC(OCC)=O,carroll11
455,455,dipropylcarbonate,328.0,1,C(CC)OC(OCCC)=O,carroll11
456,456,allylethylcarbonate,319.0,1,C(C=C)CCOC([O-])=O,carroll11
457,457,ethanol,285.0,1,C(C)O,carroll11
458,458,1-propanol,296.0,1,C(CC)O,carroll11
460,460,1-pentanol,322.0,1,C(CCCC)O,carroll11
461,461,1-hexanol,332.0,1,C(CCCCC)O,carroll11
462,462,1-heptanol,343.0,1,C(CCCCCC)O,carroll11
464,464,1-decanol,381.0,1,C(CCCCCCCCC)O,carroll11
465,465,1-dodecanol,400.0,1,C(CCCCCCCCCCC)O,carroll11
466,466,1-undecanol,388.0,1,C(CCCCCCCCCC)O,carroll11
467,467,2-propanol,285.0,1,CC(C)O,carroll11
469,469,2-pentanol,307.0,1,CC(CCC)O,carroll11
470,470,2-hexanol,319.0,1,CC(CCCC)O,carroll11
472,472,2-octanol,345.0,1,CC(CCCCCC)O,carroll11
473,473,2-nonanol,355.0,1,CC(CCCCCCC)O,carroll11
474,474,2-decanol,358.0,1,CC(CCCCCCCC)O,carroll11
475,475,2-undecanol,380.0,1,CC(CCCCCCCCC)O,carroll11
477,477,3-pentanol,306.0,1,CCC(CC)O,carroll11
478,478,3-hexanol,318.0,1,CCC(CCC)O,carroll11
479,479,3-heptanol,328.0,1,CCC(CCCC)O,carroll11
480,480,3-nonanol,352.0,1,CCC(CCCCCC)O,carroll11
481,481,3-decanol,372.0,1,CCC(CCCCCCC)O,carroll11
482,482,3-octanol,341.0,1,CCC(CCCCC)O,carroll11
484,484,2-methyl-2-butanol,294.0,1,CC(C)(CC)O,carroll11
485,485,allylalcohol,295.0,1,C(C=C)O,carroll11
486,486,2-methyl-1-propanol,301.0,1,CC(CO)C,carroll11
487,487,3-methyl-2-butanol,300.0,1,CC(C(C)O)C,carroll11
488,488,2-methyl-3-pentanol,319.0,1,CC(C)C(CC)O,carroll11
489,489,2-methyl-1-butanol,316.0,1,CC(CO)CC,carroll11
490,490,3-methyl-1-butanol,316.0,1,CC(CCO)C,carroll11
491,491,4-methyl-2-pentanol,314.0,1,CC(CC(C)O)C,carroll11
492,492,3-methyl-2-pentanol,314.0,1,CC(C(C)O)CC,carroll11
493,493,cyclopentanol,324.0,1,C1(CCCC1)O,carroll11
494,494,2-methyl-1-pentanol,324.0,1,CC(CO)CCC,carroll11
495,495,2-ethyl-1-butanol,330.0,1,C(C)C(CO)CC,carroll11
496,496,4-methyl-1-pentanol,324.0,1,CC(CCCO)C,carroll11
497,497,3-methyl-1-pentanol,331.0,1,CC(CCO)CC,carroll11
498,498,cyclohexanol,336.0,1,C1(CCCCC1)O,carroll11
499,499,cyclopentylmethanol,335.0,1,C1(CCCC1)CO,carroll11
500,500,cis-2-methylcyclohexanol,332.0,1,C[C@@H]1[C@@H](CCCC1)O,carroll11
503,503,2-ethyl-1-hexanol,347.0,1,C(C)C(CO)CCCC,carroll11
504,504,cycloheptanol,344.0,1,C1(CCCCCC1)O,carroll11
505,505,"3,5,5-trimethyl-1-hexanol",353.0,1,CC(CCO)CC(C)(C)C,carroll11
508,508,"1,2-butanediol",366.0,1,C(C(CC)O)O,carroll11
509,509,"1,2-ethanediol",381.0,1,C(CO)O,carroll11
510,510,"1,2-pentanediol",378.0,1,C(C(CCC)O)O,carroll11
511,511,"1,3-butanediol",382.0,1,C(CC(C)O)O,carroll11
512,512,"1,2-hexanediol",395.0,1,C(C(CCCC)O)O,carroll11
513,513,"1,4-butanediol",394.0,1,C(CCCO)O,carroll11
514,514,"1,5-pentanediol",402.0,1,C(CCCCO)O,carroll11
516,516,aceticacid,313.0,1,C(C)(=O)O,carroll11
517,517,propionicacid,331.0,1,C(CC)(=O)O,carroll11
518,518,butanoicacid,342.0,1,C(CCC)(=O)O,carroll11
519,519,pentanoicacid,358.0,1,C(CCCC)(=O)O,carroll11
520,520,hexanoicacid,375.0,1,C(CCCCC)(=O)O,carroll11
521,521,heptanoicacid,382.0,1,C(CCCCCC)(=O)O,carroll11
522,522,2-methylpropanoicacid,332.0,1,CC(C(=O)O)C,carroll11
523,523,3-methylbutanoicacid,347.0,1,CC(CC(=O)O)C,carroll11
524,524,2-methylbutanoicacid,350.0,1,CC(C(=O)O)CC,carroll11
527,527,4-methylpentanoicacid,370.0,1,CC(CCC(=O)O)C,carroll11
528,528,2-methylpentanoicacid,364.0,1,CC(C(=O)O)CCC,carroll11
530,530,3-methylhexanoicacid,376.0,1,CC(CC(=O)O)CCC,carroll11
531,531,4-methylhexanoicacid,376.0,1,CC(CCC(=O)O)CC,carroll11
532,532,aceticanhydride,322.0,1,C(C)(=O)OC(C)=O,carroll11
533,533,butanoicanhydride,355.0,1,C(CCC)(=O)OC(CCC)=O,carroll11
534,534,pentanoicanhydride,374.0,1,C(CCCC)(=O)OC(CCCC)=O,carroll11
535,535,hexanoicanhydride,386.0,1,C(CCCCC)(=O)OC(CCCCC)=O,carroll11
537,537,isobutanoicanhydride,340.0,1,C(C(C)C)(=O)OC(C(C)C)=O,carroll11
538,538,pivalicanhydride,336.0,1,C(C(C)(C)C)(=O)OC(C(C)(C)C)=O,carroll11
539,539,3-methylbutanoicanhydride,364.0,1,CC(CC(=O)OC(CC(C)C)=O)C,carroll11
540,540,isopropylamine,241.0,1,C(C)(C)N,carroll11
541,541,tert-butylamine,235.0,1,C(C)(C)(C)N,carroll11
542,542,propylamine,243.0,1,C(CC)N,carroll11
543,543,cyclopropylamine,248.0,1,C1(CC1)N,carroll11
545,545,diethylamine,250.0,1,C(C)NCC,carroll11
546,546,sec-butylamine,254.0,1,C(C)(CC)N,carroll11
547,547,allylmethylamine,265.0,1,C(C=C)CN,carroll11
549,549,butylamine,266.0,1,C(CCC)N,carroll11
550,550,cyclobutylamine,269.0,1,C1(CCC1)N,carroll11
551,551,diisopropylamine,266.0,1,C(C)(C)NC(C)C,carroll11
552,552,3-pentanamine,275.0,1,CCC(CC)N,carroll11
555,555,cyclopentylamine,285.0,1,C1(CCCC1)N,carroll11
556,556,dipropylamine,280.0,1,C(CC)NCCC,carroll11
557,557,hexylamine,300.0,1,C(CCCCC)N,carroll11
559,559,heptylamine,317.0,1,C(CCCCCC)N,carroll11
560,560,dibutylamine,320.0,1,C(CCC)NCCCC,carroll11
561,561,2-ethyl-1-hexanamine,323.0,1,C(C)C(CN)CCCC,carroll11
562,562,octylamine,333.0,1,C(CCCCCCC)N,carroll11
565,565,N-ethylcyclohexanamine,318.0,1,C(C)NC1CCCCC1,carroll11
568,568,N-ethyl-N-methylethanamine,250.0,1,C(C)N(CC)C,carroll11
569,569,triethylamine,264.0,1,C(C)N(CC)CC,carroll11
570,570,tripropylamine,308.0,1,C(CC)N(CCC)CCC,carroll11
571,571,tributylamine,344.0,1,C(CCC)N(CCCC)CCCC,carroll11
572,572,N-ethyldimethylamine,237.0,1,C(C)N(C)C,carroll11
574,574,diethylenetriamine,363.0,1,NCCNCCN,carroll11
577,577,"1,3-propanediamine",321.0,1,C(CCN)N,carroll11
580,580,"N,N-dimethylacetamide",339.0,1,CN(C(C)=O)C,carroll11
581,581,"N,N-diethylformamide",338.0,1,C(C)N(C=O)CC,carroll11
582,582,"N,N-diethylacetamide",349.0,1,C(C)N(C(C)=O)CC,carroll11
585,585,N-ethylacetamide,379.0,1,C(C)NC(C)=O,carroll11
586,586,N-butylacetamide,388.0,1,C(CCC)NC(C)=O,carroll11
587,587,"N,N-diisopropylformamide",348.0,1,C(C)(C)N(C=O)C(C)C,carroll11
588,588,acetonitrile,275.0,1,C(C)#N,carroll11
589,589,propionitrile,279.0,1,C(CC)#N,carroll11
591,591,pentanenitrile,305.0,1,C(CCCC)#N,carroll11
592,592,hexanenitrile,320.0,1,C(CCCCC)#N,carroll11
593,593,heptanenitrile,331.0,1,C(CCCCCC)#N,carroll11
594,594,octanenitrile,347.0,1,C(CCCCCCC)#N,carroll11
595,595,nonanenitrile,355.0,1,C(CCCCCCCC)#N,carroll11
596,596,decanenitrile,365.0,1,C(CCCCCCCCC)#N,carroll11
597,597,"2,2-dimethylpropanenitrile",277.0,1,CC(C#N)(C)C,carroll11
599,599,cyclopropanecarbonitrile,305.0,1,C1(CC1)C#N,carroll11
600,600,3-methylbutanenitrile,301.0,1,CC(CC#N)C,carroll11
601,601,"1,4-dicyanobutane",432.0,1,C(#N)CCCCC#N,carroll11
602,602,1-propanethiol,259.0,1,C(CC)S,carroll11
604,604,1-pentanethiol,291.0,1,C(CCCC)S,carroll11
605,605,1-hexanethiol,303.0,1,C(CCCCC)S,carroll11
606,606,1-heptanethiol,319.0,1,C(CCCCCC)S,carroll11
607,607,1-octanethiol,341.0,1,C(CCCCCCC)S,carroll11
609,609,1-decanethiol,372.0,1,C(CCCCCCCCC)S,carroll11
610,610,1-undecanethiol,382.0,1,C(CCCCCCCCCC)S,carroll11
611,611,2-butanethiol,250.0,1,CC(CC)S,carroll11
612,612,2-pentanethiol,288.0,1,CC(CCC)S,carroll11
613,613,2-methyl-2-propanethiol,249.0,1,CC(C)(C)S,carroll11
614,614,2-methyl-1-butanethiol,292.0,1,CC(CS)CC,carroll11
615,615,3-methyl-2-butanethiol,282.0,1,CC(C(C)S)C,carroll11
616,616,cyclopentanethiol,298.0,1,C1(CCCC1)S,carroll11
617,617,cyclohexanethiol,314.0,1,C1(CCCCC1)S,carroll11
618,618,3-ethyl-3-pentanethiol,307.0,1,C(C)C(CC)(CC)S,carroll11
619,619,2-methyl-2-pentanethiol,293.0,1,CC(C)(CCC)S,carroll11
622,622,diethylsulfide,263.0,1,C(C)SCC,carroll11
623,623,dipropylsulfide,301.0,1,C(CC)SCCC,carroll11
624,624,dibutylsulfide,333.0,1,C(CCC)SCCCC,carroll11
626,626,tert-butylmethylsulfide,270.0,1,C(C)(C)(C)SC,carroll11
628,628,thiacyclohexane,294.0,1,S1CCCCC1,carroll11
629,629,di-tert-butylsulfide,300.0,1,C(C)(C)(C)SC(C)(C)C,carroll11
630,630,di-sec-butylsulfide,312.0,1,C(C)(CC)SC(C)CC,carroll11
631,631,diisopentylsulfide,350.0,1,C(CC(C)C)SCCC(C)C,carroll11
632,632,diallylsulfide,296.0,1,C(C=C)SCC=C,carroll11
633,633,allylethylsulfide,289.0,1,C(C=C)SCC,carroll11
634,634,allylpropylsulfide,302.0,1,C(C=C)SCCC,carroll11
635,635,1-chlorohexane,299.0,1,ClCCCCCC,carroll11
637,637,1-chlorooctane,331.0,1,ClCCCCCCCC,carroll11
640,640,2-chloropropane,241.0,1,ClC(C)C,carroll11
641,641,2-chlorobutane,258.0,1,ClC(C)CC,carroll11
642,642,2-chloropentane,274.0,1,ClC(C)CCC,carroll11
643,643,3-chloropropene,245.0,1,ClCC=C,carroll11
644,644,2-chloro-2-methylpropane,250.0,1,ClC(C)(C)C,carroll11
645,645,1-chloro-2-methylpropane,256.0,1,ClCC(C)C,carroll11
646,646,chlorocyclopentane,288.0,1,ClC1CCCC1,carroll11
647,647,chlorocyclohexane,301.0,1,ClC1CCCCC1,carroll11
648,648,"1,1-dichloropropane",280.0,1,ClC(CC)Cl,carroll11
649,649,"1,1-dichloroethane",263.0,1,ClC(C)Cl,carroll11
650,650,"1,2-dichloroethane",286.0,1,ClCCCl,carroll11
651,651,"1,2-dichloropropane",286.0,1,ClCC(C)Cl,carroll11
652,652,"1,3-dichloropropane",294.0,1,ClCCCCl,carroll11
653,653,bromoethane,253.0,1,BrCC,carroll11
656,656,1-bromopentane,303.0,1,BrCCCCC,carroll11
657,657,1-bromohexane,320.0,1,BrCCCCCC,carroll11
658,658,1-bromoheptane,334.0,1,BrCCCCCCC,carroll11
659,659,1-bromooctane,351.0,1,BrCCCCCCCC,carroll11
660,660,2-bromopentane,294.0,1,BrC(C)CCC,carroll11
662,662,3-bromopentane,292.0,1,BrC(CC)CC,carroll11
663,663,bromocyclopentane,308.0,1,BrC1CCCC1,carroll11
664,664,3-bromohexane,313.0,1,BrC(CC)CCC,carroll11
665,665,bromocyclohexane,335.0,1,BrC1CCCCC1,carroll11
666,666,iodoethane,268.0,1,ICC,carroll11
668,668,1-iodobutane,306.0,1,ICCCC,carroll11
669,669,2-iodopentane,318.0,1,IC(C)CCC,carroll11
670,670,iodocyclopentane,325.0,1,IC1CCCC1,carroll11
672,672,1-iodohexane,334.0,1,ICCCCCC,carroll11
673,673,1-iodoheptane,352.0,1,ICCCCCCC,carroll11
674,674,1-iodooctane,368.0,1,ICCCCCCCC,carroll11
676,676,diethyldisulfide,312.0,1,C(C)SSCC,carroll11
679,679,dibutyldisulfide,366.0,1,C(CCC)SSCCCC,carroll11
680,680,ethylpropyldisulfide,330.0,1,C(C)SSCCC,carroll11
682,682,nitrocyclopentane,340.0,1,[N+](=O)([O-])C1CCCC1,carroll11
683,683,nitroethane,301.0,1,[N+](=O)([O-])CC,carroll11
684,684,2-nitropropane,301.0,1,[N+](=O)([O-])C(C)C,carroll11
685,685,1-nitropropane,307.0,1,[N+](=O)([O-])CCC,carroll11
686,686,1-nitrobutane,320.0,1,[N+](=O)([O-])CCCC,carroll11
688,688,1-nitrohexane,345.0,1,[N+](=O)([O-])CCCCCC,carroll11
691,691,allylamine,245.0,1,C(C=C)N,carroll11
692,692,acrolein,254.0,1,C(=O)C=C,carroll11
693,693,"2,3-dihydrofuran",249.0,1,O1CCC=C1,carroll11
695,695,allylethylether,253.0,1,C(C=C)OCC,carroll11
696,696,tert-butylvinylether,256.0,1,C(C)(C)(C)OC=C,carroll11
697,697,2-methyl-2-propenal,258.0,1,CC(C=O)=C,carroll11
699,699,"2,3-dihydro-5-methylfuran",261.0,1,CC1=CCCO1,carroll11
700,700,isobutylvinylether,264.0,1,C(C(C)C)OC=C,carroll11
701,701,diallylether,266.0,1,C(C=C)OCC=C,carroll11
702,702,allylpropylether,268.0,1,C(C=C)OCCC,carroll11
703,703,acrylonitrile,268.0,1,C(C=C)#N,carroll11
704,704,methylacrylate,270.0,1,COC(C=C)=O,carroll11
705,705,ethylacrylate,281.0,1,C(C)OC(C=C)=O,carroll11
706,706,4-bromo-1-butene,282.0,1,BrCCC=C,carroll11
707,707,ethylmethacrylate,292.0,1,C(C)OC(C(=C)C)=O,carroll11
708,708,methylmethacrylate,283.0,1,COC(C(=C)C)=O,carroll11
710,710,isobutylmethacrylate,314.0,1,C(C(C)C)OC(C(=C)C)=O,carroll11
711,711,isopropenylacetate,283.0,1,C(=C)(C)CC(=O)[O-],carroll11
713,713,allylacetate,284.0,1,C(C=C)CC(=O)[O-],carroll11
714,714,allylpropanoate,298.0,1,C(C=C)OC(CC)=O,carroll11
715,715,allylbutanoate,315.0,1,C(C=C)OC(CCC)=O,carroll11
717,717,3-iodo-1-propene,289.0,1,ICC=C,carroll11
718,718,3-buten-2-ol,293.0,1,CC(C=C)O,carroll11
719,719,vinylacetate,265.0,1,C(=C)CC(=O)[O-],carroll11
720,720,vinylpropanoate,279.0,1,C(=C)OC(CC)=O,carroll11
721,721,vinylbutanoate,293.0,1,C(=C)OC(CCC)=O,carroll11
722,722,2-butenenitrile,290.0,1,C(C=CC)#N,carroll11
723,723,diallyldisulfide,335.0,1,C(C=C)SSCC=C,carroll11
725,725,3-butenenitrile,294.0,1,C(CC=C)#N,carroll11
726,726,propylacrylate,297.0,1,C(CC)OC(C=C)=O,carroll11
727,727,mesityloxide,298.0,1,C1(=C(C(=CC(=C1)C)C)OC1=C(C=C(C=C1C)C)C)C,carroll11
728,728,styrene,304.0,1,C=CC1=CC=CC=C1,carroll11
731,731,2-methyl-2-propen-1-ol,306.0,1,CC(CO)=C,carroll11
732,732,butylacrylate,310.0,1,C(CCC)OC(C=C)=O,carroll11
733,733,4-methylstyrene,319.0,1,CC1=CC=C(C=C)C=C1,carroll11
734,734,4-pentenylacetate,318.0,1,C(CCC=C)CC(=O)[O-],carroll11
735,735,5-hexen-1-ol,320.0,1,C(CCCC=C)O,carroll11
736,736,3-methylstyrene,321.0,1,CC=1C=C(C=C)C=CC1,carroll11
737,737,acrylicacid,327.0,1,C(C=C)(=O)O,carroll11
739,739,trans-2-hexenylacetate,331.0,1,C(=C\CCCC)/CC(=O)[O-],carroll11
740,740,N-vinyl-N-methylacetamide,336.0,1,C(=C)N(C(C)=O)C,carroll11
741,741,"3,7-dimethyl-6-octenal",351.0,1,CC(CC=O)CCC=C(C)C,carroll11
742,742,isophorone,357.0,1,O=C1C=C(CC(C)(C)C1)C,carroll11
743,743,2-ethylhexylacrylate,359.0,1,C(C)C(COC(C=C)=O)CCCC,carroll11
744,744,trans-2-pentenoicacid,375.0,1,C(\C=C\CC)(=O)O,carroll11
746,746,9-decen-1-ol,392.0,1,C(CCCCCCCC=C)O,carroll11
747,747,5-chloro-1-pentyne,288.0,1,ClCCCC#C,carroll11
748,748,2-propyn-1-ol,309.0,1,C(C#C)O,carroll11
749,749,methyl2-octynoate,362.0,1,COC(C#CCCCCC)=O,carroll11
750,750,"1,1-dichloroethene",248.0,1,ClC(=C)Cl,carroll11
751,751,fluorobenzene,258.0,1,FC1=CC=CC=C1,carroll11
752,752,"2,2-dichloropropane",268.0,1,ClC(C)(C)Cl,carroll11
754,754,4-fluorostyrene,308.0,1,FC1=CC=C(C=C)C=C1,carroll11
755,755,1-ethyl-4-fluorobenzene,303.0,1,C(C)C1=CC=C(C=C1)F,carroll11
756,756,"1,2-dimethyl-4-fluorobenzene",313.0,1,CC1=C(C=C(C=C1)F)C,carroll11
757,757,"1-fluoro-3,5-dimethylbenzene",308.0,1,FC1=CC(=CC(=C1)C)C,carroll11
758,758,"2,3-butanedione",283.0,1,CC(C(C)=O)=O,carroll11
759,759,2-fluorotoluene,285.0,1,FC1=C(C)C=CC=C1,carroll11
760,760,3-fluorotoluene,285.0,1,FC=1C=C(C)C=CC1,carroll11
761,761,"1,1-diethoxypropane",286.0,1,C(C)OC(CC)OCC,carroll11
762,762,N-methylmorpholine,287.0,1,CN1CCOCC1,carroll11
764,764,pyridine,290.0,1,N1=CC=CC=C1,carroll11
765,765,chloromethylmethylsulfide,290.0,1,ClCSC,carroll11
766,766,2-picoline,299.0,1,N1=C(C=CC=C1)C,carroll11
767,767,"1,2-dichlorobutane",300.0,1,ClCC(CC)Cl,carroll11
769,769,3-methoxypropylamine,296.0,1,COCCCN,carroll11
770,770,pyrrole,306.0,1,N1C=CC=C1,carroll11
771,771,"1,2-propanediamine",306.0,1,C(C(C)N)N,carroll11
772,772,"1,3-dichlorobutane",304.0,1,ClCCC(C)Cl,carroll11
773,773,morpholine,304.0,1,N1CCOCC1,carroll11
774,774,3-picoline,309.0,1,N1=CC(=CC=C1)C,carroll11
775,775,4-picoline,311.0,1,N1=CC=C(C=C1)C,carroll11
776,776,"2,4-pentanedione",311.0,1,CC(CC(C)=O)=O,carroll11
778,778,"1,4-dichlorobutane",316.0,1,ClCCCCCl,carroll11
780,780,3-chloro-1-propanethiol,316.0,1,ClCCCS,carroll11
781,781,2-methoxyethylacetate,316.0,1,COCCOC(C)=O,carroll11
782,782,"2,4-dimethylpyridine",320.0,1,CC1=NC=CC(=C1)C,carroll11
783,783,4-chlorotoluene,319.0,1,ClC1=CC=C(C)C=C1,carroll11
784,784,3-chlorotoluene,323.0,1,ClC=1C=C(C)C=CC1,carroll11
785,785,benzenethiol,324.0,1,C1(=CC=CC=C1)S,carroll11
786,786,bromobenzene,324.0,1,BrC1=CC=CC=C1,carroll11
787,787,2-ethoxyethylacetate,324.0,1,C(C)OCCOC(C)=O,carroll11
788,788,2-methylanisole,324.0,1,CC1=C(C=CC=C1)OC,carroll11
790,790,2-chloro-1-propanol,324.0,1,ClC(CO)C,carroll11
791,791,4-methylanisole,326.0,1,CC1=CC=C(C=C1)OC,carroll11
792,792,benzylmethylether,326.0,1,C(C1=CC=CC=C1)OC,carroll11
793,793,2-chloroethanol,328.0,1,ClCCO,carroll11
794,794,"2,4,6-trimethylpyridine",327.0,1,CC1=NC(=CC(=C1)C)C,carroll11
795,795,4-thiapentanal,334.0,1,C(CCSC)=O,carroll11
796,796,benzylethylether,332.0,1,C(C1=CC=CC=C1)OCC,carroll11
797,797,benzylchloride,333.0,1,C(C1=CC=CC=C1)Cl,carroll11
798,798,benzaldehyde,335.0,1,C(C1=CC=CC=C1)=O,carroll11
801,801,1-chloro-4-ethylbenzene,335.0,1,ClC1=CC=C(C=C1)CC,carroll11
802,802,benzylamine,338.0,1,C(C1=CC=CC=C1)N,carroll11
803,803,2-mercaptoethanol,341.0,1,SCCO,carroll11
804,804,aniline,343.0,1,NC1=CC=CC=C1,carroll11
806,806,benzonitrile,343.0,1,C(C1=CC=CC=C1)#N,carroll11
807,807,benzylmercaptan,343.0,1,C(C1=CC=CC=C1)S,carroll11
809,809,2-butoxyethylacetate,344.0,1,C(CCC)OCCOC(C)=O,carroll11
810,810,benzylmethylsulfide,346.0,1,C(C1=CC=CC=C1)SC,carroll11
811,811,3-chloro-1-propanol,346.0,1,ClCCCO,carroll11
812,812,tert-butylacetoacetate,349.0,1,C(C)(C)(C)OC(CC(=O)C)=O,carroll11
813,813,iodobenzene,347.0,1,IC1=CC=CC=C1,carroll11
814,814,3-bromotoluene,348.0,1,BrC=1C=C(C)C=CC1,carroll11
815,815,"N,N-dimethylaniline",348.0,1,CN(C1=CC=CC=C1)C,carroll11
817,817,acetophenone,350.0,1,C(C)(=O)C1=CC=CC=C1,carroll11
818,818,2-bromotoluene,351.0,1,BrC1=C(C)C=CC=C1,carroll11
819,819,N-methylaniline,352.0,1,CNC1=CC=CC=C1,carroll11
820,820,benzylbromide,352.0,1,C(C1=CC=CC=C1)Br,carroll11
823,823,ethylbenzoate,357.0,1,C(C)OC(C1=CC=CC=C1)=O,carroll11
824,824,propylbenzoate,371.0,1,C(CC)OC(C1=CC=CC=C1)=O,carroll11
825,825,butylbenzoate,380.0,1,C(CCC)OC(C1=CC=CC=C1)=O,carroll11
826,826,pentylbenzoate,393.0,1,C(CCCC)OC(C1=CC=CC=C1)=O,carroll11
827,827,1-iodo-3-methylbenzene,356.0,1,IC1=CC(=CC=C1)C,carroll11
830,830,3-methylphenylacetate,358.0,1,CC=1C=C(C=CC1)CC(=O)[O-],carroll11
831,831,m-cresol,359.0,1,C1=C(C=CC=C1O)C,carroll11
832,832,3-methylaniline,359.0,1,CC=1C=C(N)C=CC1,carroll11
833,833,4-ethylaniline,370.0,1,C(C)C1=CC=C(N)C=C1,carroll11
834,834,3-ethylaniline,358.0,1,C(C)C=1C=C(N)C=CC1,carroll11
835,835,2-ethylaniline,358.0,1,C(C)C1=C(N)C=CC=C1,carroll11
836,836,nitrobenzene,361.0,1,[N+](=O)([O-])C1=CC=CC=C1,carroll11
837,837,"N,N-diethylaniline",361.0,1,C(C)N(C1=CC=CC=C1)CC,carroll11
838,838,2-isopropylphenol,362.0,1,C(C)(C)C1=C(C=CC=C1)O,carroll11
839,839,2-iodotoluene,363.0,1,IC1=C(C)C=CC=C1,carroll11
840,840,4-iodotoluene,363.0,1,IC1=CC=C(C)C=C1,carroll11
841,841,4-propylanisole,355.0,1,C(CC)C1=CC=C(C=C1)OC,carroll11
842,842,1-phenyl-2-butanone,364.0,1,C1(=CC=CC=C1)CC(CC)=O,carroll11
844,844,benzylalcohol,366.0,1,C(C1=CC=CC=C1)O,carroll11
845,845,2-propylphenol,366.0,1,C(CC)C1=C(C=CC=C1)O,carroll11
846,846,"2,4-dimethylphenol",367.0,1,CC1=C(C=CC(=C1)C)O,carroll11
847,847,3-ethylphenol,367.0,1,C(C)C=1C=C(C=CC1)O,carroll11
848,848,1-phenylethylpropionate,379.0,1,C1(=CC=CC=C1)C(C)OC(CC)=O,carroll11
849,849,benzylacetate,363.0,1,C(C1=CC=CC=C1)CC(=O)[O-],carroll11
850,850,"1,5-pentanedithiol",368.0,1,C(CCCCS)S,carroll11
851,851,"2,3-dimethylaniline",369.0,1,CC1=C(N)C=CC=C1C,carroll11
852,852,benzylpropanoate,369.0,1,C(C1=CC=CC=C1)OC(CC)=O,carroll11
853,853,1-phenyl-1-butanone,361.0,1,C1(=CC=CC=C1)C(CCC)=O,carroll11
854,854,benzyliodide,370.0,1,C(C1=CC=CC=C1)I,carroll11
855,855,benzylcyanide,374.0,1,C(C1=CC=CC=C1)C#N,carroll11
856,856,4-tert-butylaniline,375.0,1,C(C)(C)(C)C1=CC=C(N)C=C1,carroll11
857,857,3-tert-butylaniline,374.0,1,C(C)(C)(C)C=1C=C(N)C=CC1,carroll11
859,859,4-propylaniline,376.0,1,C(CC)C1=CC=C(N)C=C1,carroll11
860,860,2-propylaniline,370.0,1,C(CC)C1=C(N)C=CC=C1,carroll11
862,862,3-isopropylphenol,377.0,1,C(C)(C)C=1C=C(C=CC1)O,carroll11
863,863,quinoline,374.0,1,N1=CC=CC2=CC=CC=C12,carroll11
865,865,4-propylphenol,379.0,1,C(CC)C1=CC=C(C=C1)O,carroll11
866,866,2-phenylethylpropionate,386.0,1,C1(=CC=CC=C1)CCOC(CC)=O,carroll11
867,867,benzylbutanoate,380.0,1,C(C1=CC=CC=C1)OC(CCC)=O,carroll11
868,868,2-sec-butylphenol,380.0,1,C(C)(CC)C1=C(C=CC=C1)O,carroll11
869,869,N-butylaniline,380.0,1,C(CCC)NC1=CC=CC=C1,carroll11
871,871,N-tert-butylaniline,361.0,1,C(C)(C)(C)NC1=CC=CC=C1,carroll11
872,872,4-sec-butylaniline,381.0,1,C(C)(CC)C1=CC=C(N)C=C1,carroll11
874,874,2-tert-butylphenol,375.0,1,C(C)(C)(C)C1=C(C=CC=C1)O,carroll11
875,875,3-phenylpropylacetate,386.0,1,C1(=CC=CC=C1)CCCOC(C)=O,carroll11
876,876,"2,6-diisopropylaniline",396.0,1,C(C)(C)C1=C(N)C(=CC=C1)C(C)C,carroll11
877,877,allylphenylether,336.0,1,C(C=C)OC1=CC=CC=C1,carroll11
878,878,divinylether,226.0,1,C(=C)OC=C,carroll11
879,879,furan,237.0,1,O1C=CC=C1,carroll11
880,880,2-methylfuran,247.0,1,CC=1OC=CC1,carroll11
881,881,thiophene,264.0,1,S1C=CC=C1,carroll11
