compound,flashpoint,pure substance,smiles,source,is_silicon,is_metallic,is_tin,is_acid
Trimethyl bromosilane,270.15,1,C[Si](Br)(C)C,chen14,1,1,0,0
Trimethylchlorosilane,255.15,1,C[Si](Cl)(C)C,chen14,1,1,0,0
Trimethoxysilane,264.15,1,CO[SiH](OC)OC,chen14,1,1,0,0
Trimethylsilane,204.15,1,C[SiH](C)C,chen14,1,1,0,0
2-Cyanoethylmethyldichlorosilane,333.15,1,C(#N)CC[Si](Cl)(Cl)C,chen14,1,1,0,0
Allylmethyldichlorosilane,300.15,1,C(C=C)C[SiH](Cl)Cl,chen14,1,1,0,0
t-Butyltrichlorosilane,294.15,1,C(C)(C)(C)[Si](Cl)(Cl)Cl,chen14,1,1,0,0
Isobutyltrichlorosilane,310.15,1,C(C(C)C)[Si](Cl)(Cl)Cl,chen14,1,1,0,0
n-Butyltrichlorosilane,327.15,1,C(CCC)[Si](Cl)(Cl)Cl,chen14,1,1,0,0
n-Propylmethyldichlorosilane,300.15,1,C(CC)[Si](Cl)(Cl)C,chen14,1,1,0,0
Bromomethyltrimethylsilane,289.15,1,BrC[Si](C)(C)C,chen14,1,1,0,0
